1,キリン・ザ・ストロング 麒麟特性レモンサワー,キリン,54,9,2.1,true,false,https://lsdb-images.s3.ap-northeast-1.amazonaws.com/uploads/lemon_sour/sour_image/1/sour_image_1629345830.jpg
2,こだわり酒場のレモンサワー 追い足しレモン,サントリー,32,5,1.6,true,false,https://lsdb-images.s3.ap-northeast-1.amazonaws.com/uploads/lemon_sour/sour_image/2/sour_image_1629345832.jpg
3,ザ・レモンクラフト 地中海レモン,アサヒ,36,5,2,false,false,https://lsdb-images.s3.ap-northeast-1.amazonaws.com/uploads/lemon_sour/sour_image/3/sour_image_1629345834.jpg
